target_id,block_id,structural_role,training_defense,defense,effective_defense,accuracy,balanced_accuracy,mean_entropy,minimum_class_recall,minority_class_label,minority_class_recall,minority_prevalence,nll,predicted_class_0_fraction,predicted_class_1_fraction,predicted_minority_fraction,prediction_collapse,task_average_precision,task_roc_auc
PETSV2_CREDIT_stress_zz_r5_d6_b06__none,petsv2_b06,stress,none,measurementguard_continuous,measurementguard_continuous,0.629,0.5811778646483774,0.520583987236023,0.49547511312217196,1.0,0.49547511312217196,0.221,0.5971763730049133,0.631,0.369,0.369,0.0,0.29313424891606227,0.5981018999878019
PETSV2_CREDIT_stress_zz_r5_d6_b06__none,petsv2_b06,stress,none,memgq_lattice,memgq_lattice,0.629,0.5811778646483774,0.5222207307815552,0.49547511312217196,1.0,0.49547511312217196,0.221,0.6029612421989441,0.631,0.369,0.369,0.0,0.3016810688731065,0.5859546988539664
PETSV2_CREDIT_stress_zz_r5_d6_b06__none,petsv2_b06,stress,none,memgq_lattice_sticky,memgq_lattice_sticky,0.6255,0.5756902049849267,0.5226867198944092,0.48642533936651583,1.0,0.48642533936651583,0.221,0.6042779684066772,0.6315,0.3685,0.3685,0.0,0.28354800213809106,0.5800880290893883
PETSV2_CREDIT_stress_zz_r5_d6_b06__none,petsv2_b06,stress,none,memguard,memguard,0.629,0.5811778646483774,0.5146428942680359,0.49547511312217196,1.0,0.49547511312217196,0.221,0.5887230038642883,0.631,0.369,0.369,0.0,0.3098581823085071,0.6028024965293711
PETSV2_CREDIT_stress_zz_r5_d6_b06__none,petsv2_b06,stress,none,none,none,0.629,0.5811778646483774,0.413957417011261,0.49547511312217196,1.0,0.49547511312217196,0.221,0.5947932004928589,0.631,0.369,0.369,0.0,0.32800705634124167,0.6263185485510488
PETSV2_CREDIT_stress_zz_r5_d6_b07__dp_qml,petsv2_b07,stress,dp_qml,none,dp_qml,0.5005,0.5926948344263152,0.14091089367866516,0.4274711168164313,1.0,0.7579185520361991,0.221,0.774097740650177,0.3865,0.6135,0.6135,0.0,0.2842445450770751,0.6162261339807968
PETSV2_CREDIT_stress_zz_r5_d6_b07__hamp_train,petsv2_b07,stress,hamp_train,hamp_output,hamp_full,0.694,0.6115538542858636,0.6709809899330139,0.4638009049773756,1.0,0.4638009049773756,0.221,0.6037955284118652,0.71,0.29,0.29,0.0,0.34708767858658873,0.6348186850527711
PETSV2_CREDIT_stress_zz_r5_d6_b07__hamp_train,petsv2_b07,stress,hamp_train,none,hamp_train,0.694,0.6115538542858636,0.6733942031860352,0.4638009049773756,1.0,0.4638009049773756,0.221,0.6030402183532715,0.71,0.29,0.29,0.0,0.33386560878223415,0.6419458175291445
PETSV2_CREDIT_stress_zz_r5_d6_b07__l2,petsv2_b07,stress,l2,none,l2,0.709,0.6098374177359301,0.41193318367004395,0.4321266968325792,1.0,0.4321266968325792,0.221,0.5388624668121338,0.739,0.261,0.261,0.0,0.33060948950617414,0.6569319640564826
PETSV2_CREDIT_stress_zz_r5_d6_b07__none,petsv2_b07,stress,none,dynanoise,dynanoise,0.221,0.5,0.6858192682266235,0.0,1.0,1.0,0.221,0.6395512223243713,0.0,1.0,1.0,1.0,0.2966366975207218,0.6091157011832086
PETSV2_CREDIT_stress_zz_r5_d6_b07__none,petsv2_b07,stress,none,hamp_output,hamp_output,0.581,0.6014178753361717,0.39235252141952515,0.5648267008985879,1.0,0.6380090497737556,0.221,0.5857915878295898,0.52,0.48,0.48,0.0,0.3490900985030272,0.6345282558565047
PETSV2_CREDIT_stress_zz_r5_d6_b07__none,petsv2_b07,stress,none,lattice_round,lattice_round,0.5825,0.6048115404945429,0.40372434258461,0.5648267008985879,1.0,0.6447963800904978,0.221,0.5357282757759094,0.5185,0.4815,0.4815,0.0,0.34522893214028916,0.6561550659564704
PETSV2_CREDIT_stress_zz_r5_d6_b07__none,petsv2_b07,stress,none,logitguard_continuous,logitguard_continuous,0.581,0.6014178753361717,0.3958832621574402,0.5648267008985879,1.0,0.6380090497737556,0.221,0.5386196374893188,0.52,0.48,0.48,0.0,0.34837650159138056,0.6531694538188535
PETSV2_CREDIT_stress_zz_r5_d6_b07__none,petsv2_b07,stress,none,logitguard_quantized,logitguard_quantized,0.581,0.6014178753361717,0.3958529233932495,0.5648267008985879,1.0,0.6380090497737556,0.221,0.5385324358940125,0.52,0.48,0.48,0.0,0.34581896175848087,0.6534184968546518
PETSV2_CREDIT_stress_zz_r5_d6_b07__none,petsv2_b07,stress,none,measurementguard_continuous,measurementguard_continuous,0.581,0.6014178753361717,0.3929328918457031,0.5648267008985879,1.0,0.6380090497737556,0.221,0.5648433566093445,0.52,0.48,0.48,0.0,0.3425070866700066,0.6485777682258842
PETSV2_CREDIT_stress_zz_r5_d6_b07__none,petsv2_b07,stress,none,memgq_lattice,memgq_lattice,0.581,0.6014178753361717,0.39496126770973206,0.5648267008985879,1.0,0.6380090497737556,0.221,0.5570527911186218,0.52,0.48,0.48,0.0,0.3461292388596152,0.6487752600793453
PETSV2_CREDIT_stress_zz_r5_d6_b07__none,petsv2_b07,stress,none,memgq_lattice_sticky,memgq_lattice_sticky,0.583,0.6043221672988343,0.3960042893886566,0.5661103979460848,1.0,0.6425339366515838,0.221,0.5542299747467041,0.52,0.48,0.48,0.0,0.3473676527554247,0.6509433140294727
PETSV2_CREDIT_stress_zz_r5_d6_b07__none,petsv2_b07,stress,none,memguard,memguard,0.581,0.6014178753361717,0.4056227207183838,0.5648267008985879,1.0,0.6380090497737556,0.221,0.5334295034408569,0.52,0.48,0.48,0.0,0.3465657442276433,0.6569188947426507
PETSV2_CREDIT_stress_zz_r5_d6_b07__none,petsv2_b07,stress,none,none,none,0.581,0.6014178753361717,0.4038585424423218,0.5648267008985879,1.0,0.6380090497737556,0.221,0.5352048277854919,0.52,0.48,0.48,0.0,0.34586332776595274,0.656359818539838
PETSV2_CREDIT_stress_zz_r5_d6_b08__dp_qml,petsv2_b08,stress,dp_qml,none,dp_qml,0.6445,0.544939561684257,0.27414169907569885,0.3665158371040724,1.0,0.3665158371040724,0.221,0.6306514739990234,0.7035,0.2965,0.2965,0.0,0.3096769410020646,0.5726784542196457
PETSV2_CREDIT_stress_zz_r5_d6_b08__hamp_train,petsv2_b08,stress,hamp_train,hamp_output,hamp_full,0.705,0.6040288338106053,0.6699069142341614,0.4230769230769231,1.0,0.4230769230769231,0.221,0.6178341507911682,0.739,0.261,0.261,0.0,0.32527978379896544,0.6156663317049936
PETSV2_CREDIT_stress_zz_r5_d6_b08__hamp_train,petsv2_b08,stress,hamp_train,none,hamp_train,0.705,0.6040288338106053,0.6749933958053589,0.4230769230769231,1.0,0.4230769230769231,0.221,0.613891065120697,0.739,0.261,0.261,0.0,0.3100696089135664,0.6222503615843493
PETSV2_CREDIT_stress_zz_r5_d6_b08__l2,petsv2_b08,stress,l2,none,l2,0.607,0.5678674945834955,0.4413551986217499,0.497737556561086,1.0,0.497737556561086,0.221,0.571398138999939,0.608,0.392,0.392,0.0,0.3073271237160359,0.5961044731904809
PETSV2_CREDIT_stress_zz_r5_d6_b08__none,petsv2_b08,stress,none,dynanoise,dynanoise,0.221,0.5,0.6859272122383118,0.0,1.0,1.0,0.221,0.6443144083023071,0.0,1.0,1.0,1.0,0.31035821649024303,0.6028801863393723
PETSV2_CREDIT_stress_zz_r5_d6_b08__none,petsv2_b08,stress,none,hamp_output,hamp_output,0.6465,0.5924102138139743,0.37038466334342957,0.49547511312217196,1.0,0.49547511312217196,0.221,0.6901487708091736,0.6485,0.3515,0.3515,0.0,0.31559816071852453,0.6005436834554104
PETSV2_CREDIT_stress_zz_r5_d6_b08__none,petsv2_b08,stress,none,lattice_round,lattice_round,0.646,0.5920892895521002,0.4167570471763611,0.49547511312217196,1.0,0.49547511312217196,0.221,0.5918262004852295,0.648,0.352,0.352,0.0,0.3161664216683025,0.6142011164098304
PETSV2_CREDIT_stress_zz_r5_d6_b08__none,petsv2_b08,stress,none,logitguard_continuous,logitguard_continuous,0.6465,0.5924102138139743,0.41459518671035767,0.49547511312217196,1.0,0.49547511312217196,0.221,0.6263495087623596,0.6485,0.3515,0.3515,0.0,0.3123395452394746,0.6117005210299781
PETSV2_CREDIT_stress_zz_r5_d6_b08__none,petsv2_b08,stress,none,logitguard_quantized,logitguard_quantized,0.6465,0.5924102138139743,0.4146025776863098,0.49547511312217196,1.0,0.49547511312217196,0.221,0.626351535320282,0.6485,0.3515,0.3515,0.0,0.30872475057882337,0.6128600595960711
PETSV2_CREDIT_stress_zz_r5_d6_b08__none,petsv2_b08,stress,none,measurementguard_continuous,measurementguard_continuous,0.6465,0.5924102138139743,0.3817536234855652,0.49547511312217196,1.0,0.49547511312217196,0.221,0.9204720258712769,0.6485,0.3515,0.3515,0.0,0.31881491242751275,0.6085362949366574
PETSV2_CREDIT_stress_zz_r5_d6_b08__none,petsv2_b08,stress,none,memgq_lattice,memgq_lattice,0.6465,0.5924102138139743,0.40968888998031616,0.49547511312217196,1.0,0.49547511312217196,0.221,0.7889531254768372,0.6485,0.3515,0.3515,0.0,0.32911838182544995,0.6102077149611697
PETSV2_CREDIT_stress_zz_r5_d6_b08__none,petsv2_b08,stress,none,memgq_lattice_sticky,memgq_lattice_sticky,0.645,0.5922577384859344,0.41128087043762207,0.497737556561086,1.0,0.497737556561086,0.221,0.7958633899688721,0.646,0.354,0.354,0.0,0.313515284075384,0.6109584744335178
PETSV2_CREDIT_stress_zz_r5_d6_b08__none,petsv2_b08,stress,none,memguard,memguard,0.6465,0.5924102138139743,0.41882070899009705,0.49547511312217196,1.0,0.49547511312217196,0.221,0.6139755845069885,0.6485,0.3515,0.3515,0.0,0.3129785716339523,0.6098780778234074
PETSV2_CREDIT_stress_zz_r5_d6_b08__none,petsv2_b08,stress,none,none,none,0.6465,0.5924102138139743,0.416805624961853,0.49547511312217196,1.0,0.49547511312217196,0.221,0.5917412042617798,0.6485,0.3515,0.3515,0.0,0.31594508184375003,0.6141706213442225
