effective_defense,structural_role,attack,outcome,count,mean,std
dynanoise,low,correctness,tpr_at_5_fpr,1,0.0,
dynanoise,low,correctness,tpr_at_10_fpr,1,0.0,
dynanoise,low,entropy,auc,1,0.4579,
dynanoise,low,entropy,balanced_accuracy,1,0.485,
dynanoise,low,entropy,tpr_at_5_fpr,1,0.05,
dynanoise,low,entropy,tpr_at_10_fpr,1,0.09,
dynanoise,low,global_true_class_log_odds,auc,1,0.533,
dynanoise,low,global_true_class_log_odds,balanced_accuracy,1,0.57,
dynanoise,low,global_true_class_log_odds,tpr_at_5_fpr,1,0.13,
dynanoise,low,global_true_class_log_odds,tpr_at_10_fpr,1,0.19,
dynanoise,low,label_only_hsj,auc,1,0.49125,
dynanoise,low,label_only_hsj,balanced_accuracy,1,0.475,
dynanoise,low,label_only_hsj,tpr_at_5_fpr,1,0.0,
dynanoise,low,label_only_hsj,tpr_at_10_fpr,1,0.0,
dynanoise,low,learned_pv_stats_logistic,auc,1,0.5245,
dynanoise,low,learned_pv_stats_logistic,balanced_accuracy,1,0.53,
dynanoise,low,learned_pv_stats_logistic,tpr_at_5_fpr,1,0.05,
dynanoise,low,learned_pv_stats_logistic,tpr_at_10_fpr,1,0.08,
dynanoise,low,lira_offline,auc,1,0.4192,
dynanoise,low,lira_offline,balanced_accuracy,1,0.45999999999999996,
dynanoise,low,lira_offline,tpr_at_5_fpr,1,0.08,
dynanoise,low,lira_offline,tpr_at_10_fpr,1,0.1,
dynanoise,low,lira_offline_fixed_variance,auc,1,0.4507,
dynanoise,low,lira_offline_fixed_variance,balanced_accuracy,1,0.435,
dynanoise,low,lira_offline_fixed_variance,tpr_at_5_fpr,1,0.06,
dynanoise,low,lira_offline_fixed_variance,tpr_at_10_fpr,1,0.11,
dynanoise,low,lira_online,auc,1,0.4508,
dynanoise,low,lira_online,balanced_accuracy,1,0.485,
dynanoise,low,lira_online,tpr_at_5_fpr,1,0.07,
dynanoise,low,lira_online,tpr_at_10_fpr,1,0.09,
dynanoise,low,lira_online_fixed_variance,auc,1,0.4823,
dynanoise,low,lira_online_fixed_variance,balanced_accuracy,1,0.495,
dynanoise,low,lira_online_fixed_variance,tpr_at_5_fpr,1,0.07,
dynanoise,low,lira_online_fixed_variance,tpr_at_10_fpr,1,0.15,
dynanoise,low,loss,auc,1,0.4748,
dynanoise,low,loss,balanced_accuracy,1,0.485,
dynanoise,low,loss,tpr_at_5_fpr,1,0.06,
dynanoise,low,loss,tpr_at_10_fpr,1,0.13,
dynanoise,low,margin,auc,1,0.4579,
dynanoise,low,margin,balanced_accuracy,1,0.485,
dynanoise,low,margin,tpr_at_5_fpr,1,0.05,
dynanoise,low,margin,tpr_at_10_fpr,1,0.09,
dynanoise,low,maximum_probability,auc,1,0.4579,
dynanoise,low,maximum_probability,balanced_accuracy,1,0.485,
dynanoise,low,maximum_probability,tpr_at_5_fpr,1,0.05,
dynanoise,low,maximum_probability,tpr_at_10_fpr,1,0.09,
hamp_full,high,confidence,auc,1,0.5278,
hamp_full,high,confidence,balanced_accuracy,1,0.495,
hamp_full,high,confidence,tpr_at_5_fpr,1,0.07,
hamp_full,high,confidence,tpr_at_10_fpr,1,0.19,
hamp_full,high,correctness,auc,1,0.51,
hamp_full,high,correctness,balanced_accuracy,1,0.51,
hamp_full,high,correctness,tpr_at_5_fpr,1,0.0,
hamp_full,high,correctness,tpr_at_10_fpr,1,0.0,
hamp_full,high,entropy,auc,1,0.468,
hamp_full,high,entropy,balanced_accuracy,1,0.485,
hamp_full,high,entropy,tpr_at_5_fpr,1,0.04,
hamp_full,high,entropy,tpr_at_10_fpr,1,0.1,
hamp_full,high,learned_pv_stats_logistic,auc,1,0.4982999999999999,
hamp_full,high,learned_pv_stats_logistic,balanced_accuracy,1,0.49,
hamp_full,high,learned_pv_stats_logistic,tpr_at_5_fpr,1,0.05,
hamp_full,high,learned_pv_stats_logistic,tpr_at_10_fpr,1,0.14,
hamp_full,high,loss,auc,1,0.5278,
hamp_full,high,loss,balanced_accuracy,1,0.495,
hamp_full,high,loss,tpr_at_5_fpr,1,0.07,
hamp_full,high,loss,tpr_at_10_fpr,1,0.19,
hamp_full,high,margin,auc,1,0.468,
hamp_full,high,margin,balanced_accuracy,1,0.485,
hamp_full,high,margin,tpr_at_5_fpr,1,0.04,
hamp_full,high,margin,tpr_at_10_fpr,1,0.1,
hamp_full,high,maximum_probability,auc,1,0.468,
hamp_full,high,maximum_probability,balanced_accuracy,1,0.485,
hamp_full,high,maximum_probability,tpr_at_5_fpr,1,0.04,
hamp_full,high,maximum_probability,tpr_at_10_fpr,1,0.1,
hamp_full,low,confidence,auc,1,0.4922999999999999,
hamp_full,low,confidence,balanced_accuracy,1,0.49,
hamp_full,low,confidence,tpr_at_5_fpr,1,0.03,
hamp_full,low,confidence,tpr_at_10_fpr,1,0.13,
hamp_full,low,correctness,auc,1,0.495,
hamp_full,low,correctness,balanced_accuracy,1,0.5,
hamp_full,low,correctness,tpr_at_5_fpr,1,0.0,
hamp_full,low,correctness,tpr_at_10_fpr,1,0.0,
hamp_full,low,entropy,auc,1,0.4709,
hamp_full,low,entropy,balanced_accuracy,1,0.48,
hamp_full,low,entropy,tpr_at_5_fpr,1,0.07,
hamp_full,low,entropy,tpr_at_10_fpr,1,0.15,
hamp_full,low,learned_pv_stats_logistic,auc,1,0.4794,
hamp_full,low,learned_pv_stats_logistic,balanced_accuracy,1,0.48,
hamp_full,low,learned_pv_stats_logistic,tpr_at_5_fpr,1,0.06,
hamp_full,low,learned_pv_stats_logistic,tpr_at_10_fpr,1,0.17,
hamp_full,low,loss,auc,1,0.4922999999999999,
hamp_full,low,loss,balanced_accuracy,1,0.49,
hamp_full,low,loss,tpr_at_5_fpr,1,0.03,
hamp_full,low,loss,tpr_at_10_fpr,1,0.13,
hamp_full,low,margin,auc,1,0.4709,
hamp_full,low,margin,balanced_accuracy,1,0.48,
hamp_full,low,margin,tpr_at_5_fpr,1,0.07,
hamp_full,low,margin,tpr_at_10_fpr,1,0.15,
hamp_full,low,maximum_probability,auc,1,0.4709,
hamp_full,low,maximum_probability,balanced_accuracy,1,0.48,
hamp_full,low,maximum_probability,tpr_at_5_fpr,1,0.07,
hamp_full,low,maximum_probability,tpr_at_10_fpr,1,0.15,
hamp_output,high,confidence,auc,1,0.536,
hamp_output,high,confidence,balanced_accuracy,1,0.5,
hamp_output,high,confidence,tpr_at_5_fpr,1,0.06,
hamp_output,high,confidence,tpr_at_10_fpr,1,0.24,
hamp_output,high,correctness,auc,1,0.51,
hamp_output,high,correctness,balanced_accuracy,1,0.51,
hamp_output,high,correctness,tpr_at_5_fpr,1,0.0,
hamp_output,high,correctness,tpr_at_10_fpr,1,0.0,
hamp_output,high,entropy,auc,1,0.4503,
hamp_output,high,entropy,balanced_accuracy,1,0.48,
hamp_output,high,entropy,tpr_at_5_fpr,1,0.04,
hamp_output,high,entropy,tpr_at_10_fpr,1,0.11,
hamp_output,high,global_true_class_log_odds,auc,1,0.5039,
hamp_output,high,global_true_class_log_odds,balanced_accuracy,1,0.525,
hamp_output,high,global_true_class_log_odds,tpr_at_5_fpr,1,0.04,
hamp_output,high,global_true_class_log_odds,tpr_at_10_fpr,1,0.15,
hamp_output,high,learned_pv_stats_logistic,auc,1,0.475,
hamp_output,high,learned_pv_stats_logistic,balanced_accuracy,1,0.505,
hamp_output,high,learned_pv_stats_logistic,tpr_at_5_fpr,1,0.08,
hamp_output,high,learned_pv_stats_logistic,tpr_at_10_fpr,1,0.12,
hamp_output,high,lira_offline,auc,1,0.4647,
hamp_output,high,lira_offline,balanced_accuracy,1,0.475,
hamp_output,high,lira_offline,tpr_at_5_fpr,1,0.03,
hamp_output,high,lira_offline,tpr_at_10_fpr,1,0.06,
hamp_output,high,lira_offline_fixed_variance,auc,1,0.5184,
hamp_output,high,lira_offline_fixed_variance,balanced_accuracy,1,0.52,
hamp_output,high,lira_offline_fixed_variance,tpr_at_5_fpr,1,0.07,
hamp_output,high,lira_offline_fixed_variance,tpr_at_10_fpr,1,0.15,
hamp_output,high,lira_online,auc,1,0.4934,
hamp_output,high,lira_online,balanced_accuracy,1,0.5,
hamp_output,high,lira_online,tpr_at_5_fpr,1,0.03,
hamp_output,high,lira_online,tpr_at_10_fpr,1,0.07,
hamp_output,high,lira_online_fixed_variance,auc,1,0.5308,
hamp_output,high,lira_online_fixed_variance,balanced_accuracy,1,0.5349999999999999,
hamp_output,high,lira_online_fixed_variance,tpr_at_5_fpr,1,0.08,
hamp_output,high,lira_online_fixed_variance,tpr_at_10_fpr,1,0.11,
hamp_output,high,loss,auc,1,0.536,
hamp_output,high,loss,balanced_accuracy,1,0.5,
hamp_output,high,loss,tpr_at_5_fpr,1,0.06,
hamp_output,high,loss,tpr_at_10_fpr,1,0.24,
hamp_output,high,margin,auc,1,0.4503,
hamp_output,high,margin,balanced_accuracy,1,0.48,
hamp_output,high,margin,tpr_at_5_fpr,1,0.04,
hamp_output,high,margin,tpr_at_10_fpr,1,0.11,
hamp_output,high,maximum_probability,auc,1,0.4503,
hamp_output,high,maximum_probability,balanced_accuracy,1,0.48,
hamp_output,high,maximum_probability,tpr_at_5_fpr,1,0.04,
hamp_output,high,maximum_probability,tpr_at_10_fpr,1,0.11,
hamp_output,low,confidence,auc,1,0.4724,
hamp_output,low,confidence,balanced_accuracy,1,0.4549999999999999,
hamp_output,low,confidence,tpr_at_5_fpr,1,0.03,
hamp_output,low,confidence,tpr_at_10_fpr,1,0.11,
hamp_output,low,correctness,auc,1,0.5,
hamp_output,low,correctness,balanced_accuracy,1,0.5,
hamp_output,low,correctness,tpr_at_5_fpr,1,0.0,
hamp_output,low,correctness,tpr_at_10_fpr,1,0.0,
hamp_output,low,entropy,auc,1,0.4589,
hamp_output,low,entropy,balanced_accuracy,1,0.475,
hamp_output,low,entropy,tpr_at_5_fpr,1,0.06,
hamp_output,low,entropy,tpr_at_10_fpr,1,0.09,
hamp_output,low,global_true_class_log_odds,auc,1,0.5546000000000001,
hamp_output,low,global_true_class_log_odds,balanced_accuracy,1,0.535,
hamp_output,low,global_true_class_log_odds,tpr_at_5_fpr,1,0.05,
hamp_output,low,global_true_class_log_odds,tpr_at_10_fpr,1,0.09,
hamp_output,low,learned_pv_stats_logistic,auc,1,0.4771,
hamp_output,low,learned_pv_stats_logistic,balanced_accuracy,1,0.5,
hamp_output,low,learned_pv_stats_logistic,tpr_at_5_fpr,1,0.08,
hamp_output,low,learned_pv_stats_logistic,tpr_at_10_fpr,1,0.09,
hamp_output,low,lira_offline,auc,1,0.4435,
hamp_output,low,lira_offline,balanced_accuracy,1,0.45499999999999996,
hamp_output,low,lira_offline,tpr_at_5_fpr,1,0.07,
hamp_output,low,lira_offline,tpr_at_10_fpr,1,0.17,
hamp_output,low,lira_offline_fixed_variance,auc,1,0.5097,
hamp_output,low,lira_offline_fixed_variance,balanced_accuracy,1,0.5,
hamp_output,low,lira_offline_fixed_variance,tpr_at_5_fpr,1,0.09,
hamp_output,low,lira_offline_fixed_variance,tpr_at_10_fpr,1,0.12,
hamp_output,low,lira_online,auc,1,0.4825,
hamp_output,low,lira_online,balanced_accuracy,1,0.495,
hamp_output,low,lira_online,tpr_at_5_fpr,1,0.08,
hamp_output,low,lira_online,tpr_at_10_fpr,1,0.13,
hamp_output,low,lira_online_fixed_variance,auc,1,0.5369,
hamp_output,low,lira_online_fixed_variance,balanced_accuracy,1,0.53,
hamp_output,low,lira_online_fixed_variance,tpr_at_5_fpr,1,0.09,
hamp_output,low,lira_online_fixed_variance,tpr_at_10_fpr,1,0.13,
hamp_output,low,loss,auc,1,0.4724,
hamp_output,low,loss,balanced_accuracy,1,0.4549999999999999,
hamp_output,low,loss,tpr_at_5_fpr,1,0.03,
hamp_output,low,loss,tpr_at_10_fpr,1,0.11,
hamp_output,low,margin,auc,1,0.4589,
hamp_output,low,margin,balanced_accuracy,1,0.475,
hamp_output,low,margin,tpr_at_5_fpr,1,0.06,
hamp_output,low,margin,tpr_at_10_fpr,1,0.09,
hamp_output,low,maximum_probability,auc,1,0.4589,
hamp_output,low,maximum_probability,balanced_accuracy,1,0.475,
hamp_output,low,maximum_probability,tpr_at_5_fpr,1,0.06,
hamp_output,low,maximum_probability,tpr_at_10_fpr,1,0.09,
hamp_train,high,confidence,auc,1,0.5582999999999999,
hamp_train,high,confidence,balanced_accuracy,1,0.585,
hamp_train,high,confidence,tpr_at_5_fpr,1,0.09,
hamp_train,high,confidence,tpr_at_10_fpr,1,0.11,
hamp_train,high,correctness,auc,1,0.51,
hamp_train,high,correctness,balanced_accuracy,1,0.51,
hamp_train,high,correctness,tpr_at_5_fpr,1,0.0,
hamp_train,high,correctness,tpr_at_10_fpr,1,0.0,
hamp_train,high,entropy,auc,1,0.5405,
hamp_train,high,entropy,balanced_accuracy,1,0.57,
hamp_train,high,entropy,tpr_at_5_fpr,1,0.06,
hamp_train,high,entropy,tpr_at_10_fpr,1,0.11,
hamp_train,high,label_only_hsj,auc,1,0.41625000000000006,
hamp_train,high,label_only_hsj,balanced_accuracy,1,0.475,
hamp_train,high,label_only_hsj,tpr_at_5_fpr,1,0.05,
hamp_train,high,label_only_hsj,tpr_at_10_fpr,1,0.1,
hamp_train,high,learned_pv_stats_logistic,auc,1,0.5309,
hamp_train,high,learned_pv_stats_logistic,balanced_accuracy,1,0.525,
hamp_train,high,learned_pv_stats_logistic,tpr_at_5_fpr,1,0.09,
hamp_train,high,learned_pv_stats_logistic,tpr_at_10_fpr,1,0.12,
hamp_train,high,loss,auc,1,0.5582999999999999,
hamp_train,high,loss,balanced_accuracy,1,0.585,
hamp_train,high,loss,tpr_at_5_fpr,1,0.09,
hamp_train,high,loss,tpr_at_10_fpr,1,0.11,
hamp_train,high,margin,auc,1,0.5405,
hamp_train,high,margin,balanced_accuracy,1,0.57,
hamp_train,high,margin,tpr_at_5_fpr,1,0.06,
hamp_train,high,margin,tpr_at_10_fpr,1,0.11,
hamp_train,high,maximum_probability,auc,1,0.5405,
hamp_train,high,maximum_probability,balanced_accuracy,1,0.57,
hamp_train,high,maximum_probability,tpr_at_5_fpr,1,0.06,
hamp_train,high,maximum_probability,tpr_at_10_fpr,1,0.11,
hamp_train,low,confidence,auc,1,0.5126,
hamp_train,low,confidence,balanced_accuracy,1,0.49,
hamp_train,low,confidence,tpr_at_5_fpr,1,0.13,
hamp_train,low,confidence,tpr_at_10_fpr,1,0.16,
hamp_train,low,correctness,auc,1,0.495,
hamp_train,low,correctness,balanced_accuracy,1,0.5,
hamp_train,low,correctness,tpr_at_5_fpr,1,0.0,
hamp_train,low,correctness,tpr_at_10_fpr,1,0.0,
hamp_train,low,entropy,auc,1,0.5118,
hamp_train,low,entropy,balanced_accuracy,1,0.49,
hamp_train,low,entropy,tpr_at_5_fpr,1,0.13,
hamp_train,low,entropy,tpr_at_10_fpr,1,0.15,
hamp_train,low,label_only_hsj,auc,1,0.57875,
hamp_train,low,label_only_hsj,balanced_accuracy,1,0.55,
hamp_train,low,label_only_hsj,tpr_at_5_fpr,1,0.0,
hamp_train,low,label_only_hsj,tpr_at_10_fpr,1,0.0,
hamp_train,low,learned_pv_stats_logistic,auc,1,0.4472,
hamp_train,low,learned_pv_stats_logistic,balanced_accuracy,1,0.45,
hamp_train,low,learned_pv_stats_logistic,tpr_at_5_fpr,1,0.05,
hamp_train,low,learned_pv_stats_logistic,tpr_at_10_fpr,1,0.1,
hamp_train,low,loss,auc,1,0.5126,
hamp_train,low,loss,balanced_accuracy,1,0.49,
hamp_train,low,loss,tpr_at_5_fpr,1,0.13,
hamp_train,low,loss,tpr_at_10_fpr,1,0.16,
hamp_train,low,margin,auc,1,0.5118,
hamp_train,low,margin,balanced_accuracy,1,0.49,
hamp_train,low,margin,tpr_at_5_fpr,1,0.13,
hamp_train,low,margin,tpr_at_10_fpr,1,0.15,
hamp_train,low,maximum_probability,auc,1,0.5118,
hamp_train,low,maximum_probability,balanced_accuracy,1,0.49,
hamp_train,low,maximum_probability,tpr_at_5_fpr,1,0.13,
hamp_train,low,maximum_probability,tpr_at_10_fpr,1,0.15,
l2,high,confidence,auc,1,0.4977,
l2,high,confidence,balanced_accuracy,1,0.505,
l2,high,confidence,tpr_at_5_fpr,1,0.06,
l2,high,confidence,tpr_at_10_fpr,1,0.11,
l2,high,correctness,auc,1,0.5,
l2,high,correctness,balanced_accuracy,1,0.5,
l2,high,correctness,tpr_at_5_fpr,1,0.0,
l2,high,correctness,tpr_at_10_fpr,1,0.0,
l2,high,entropy,auc,1,0.5027,
l2,high,entropy,balanced_accuracy,1,0.5,
l2,high,entropy,tpr_at_5_fpr,1,0.13,
l2,high,entropy,tpr_at_10_fpr,1,0.15,
l2,high,global_true_class_log_odds,auc,1,0.5273000000000001,
l2,high,global_true_class_log_odds,balanced_accuracy,1,0.51,
l2,high,global_true_class_log_odds,tpr_at_5_fpr,1,0.07,
l2,high,global_true_class_log_odds,tpr_at_10_fpr,1,0.16,
l2,high,label_only_hsj,auc,1,0.5,
l2,high,label_only_hsj,balanced_accuracy,1,0.5,
l2,high,label_only_hsj,tpr_at_5_fpr,1,0.0,
l2,high,label_only_hsj,tpr_at_10_fpr,1,0.0,
l2,high,learned_pv_stats_logistic,auc,1,0.5353,
l2,high,learned_pv_stats_logistic,balanced_accuracy,1,0.495,
l2,high,learned_pv_stats_logistic,tpr_at_5_fpr,1,0.13,
l2,high,learned_pv_stats_logistic,tpr_at_10_fpr,1,0.14,
l2,high,lira_offline,auc,1,0.5001,
l2,high,lira_offline,balanced_accuracy,1,0.55,
l2,high,lira_offline,tpr_at_5_fpr,1,0.03,
l2,high,lira_offline,tpr_at_10_fpr,1,0.05,
l2,high,lira_offline_fixed_variance,auc,1,0.49500000000000005,
l2,high,lira_offline_fixed_variance,balanced_accuracy,1,0.48,
l2,high,lira_offline_fixed_variance,tpr_at_5_fpr,1,0.03,
l2,high,lira_offline_fixed_variance,tpr_at_10_fpr,1,0.11,
l2,high,lira_online,auc,1,0.49069999999999997,
l2,high,lira_online,balanced_accuracy,1,0.495,
l2,high,lira_online,tpr_at_5_fpr,1,0.08,
l2,high,lira_online,tpr_at_10_fpr,1,0.14,
l2,high,lira_online_fixed_variance,auc,1,0.4926,
l2,high,lira_online_fixed_variance,balanced_accuracy,1,0.47,
l2,high,lira_online_fixed_variance,tpr_at_5_fpr,1,0.09,
l2,high,lira_online_fixed_variance,tpr_at_10_fpr,1,0.12,
l2,high,loss,auc,1,0.4977,
l2,high,loss,balanced_accuracy,1,0.505,
l2,high,loss,tpr_at_5_fpr,1,0.06,
l2,high,loss,tpr_at_10_fpr,1,0.11,
l2,high,margin,auc,1,0.5027,
l2,high,margin,balanced_accuracy,1,0.5,
l2,high,margin,tpr_at_5_fpr,1,0.13,
l2,high,margin,tpr_at_10_fpr,1,0.15,
l2,high,maximum_probability,auc,1,0.5027,
l2,high,maximum_probability,balanced_accuracy,1,0.5,
l2,high,maximum_probability,tpr_at_5_fpr,1,0.13,
l2,high,maximum_probability,tpr_at_10_fpr,1,0.15,
l2,low,confidence,auc,1,0.4821,
l2,low,confidence,balanced_accuracy,1,0.49,
l2,low,confidence,tpr_at_5_fpr,1,0.04,
l2,low,confidence,tpr_at_10_fpr,1,0.14,
l2,low,correctness,auc,1,0.5,
l2,low,correctness,balanced_accuracy,1,0.5,
l2,low,correctness,tpr_at_5_fpr,1,0.0,
l2,low,correctness,tpr_at_10_fpr,1,0.0,
l2,low,entropy,auc,1,0.4754,
l2,low,entropy,balanced_accuracy,1,0.505,
l2,low,entropy,tpr_at_5_fpr,1,0.06,
l2,low,entropy,tpr_at_10_fpr,1,0.08,
l2,low,global_true_class_log_odds,auc,1,0.529,
l2,low,global_true_class_log_odds,balanced_accuracy,1,0.525,
l2,low,global_true_class_log_odds,tpr_at_5_fpr,1,0.06,
l2,low,global_true_class_log_odds,tpr_at_10_fpr,1,0.15,
l2,low,label_only_hsj,auc,1,0.5,
l2,low,label_only_hsj,balanced_accuracy,1,0.5,
l2,low,label_only_hsj,tpr_at_5_fpr,1,0.0,
l2,low,label_only_hsj,tpr_at_10_fpr,1,0.0,
l2,low,learned_pv_stats_logistic,auc,1,0.4766,
l2,low,learned_pv_stats_logistic,balanced_accuracy,1,0.5,
