effective_defense,outcome,contrast,mean_difference,sd_across_paired_blocks,ci95_low,ci95_high,paired_blocks
hamp_output,minimum_class_recall,high-low,0.26244343891402716,0.0,0.26244343891402716,0.26244343891402716,1
hamp_train,minimum_class_recall,high-low,0.2533936651583711,0.0,0.2533936651583711,0.2533936651583711,1
l2,minimum_class_recall,high-low,0.0,0.0,0.0,0.0,1
lattice_round,minimum_class_recall,high-low,0.24886877828054296,0.0,0.24886877828054296,0.24886877828054296,1
logitguard_continuous,minimum_class_recall,high-low,0.26244343891402716,0.0,0.26244343891402716,0.26244343891402716,1
logitguard_quantized,minimum_class_recall,high-low,0.26244343891402716,0.0,0.26244343891402716,0.26244343891402716,1
measurementguard_continuous,minimum_class_recall,high-low,0.26244343891402716,0.0,0.26244343891402716,0.26244343891402716,1
memgq_lattice,minimum_class_recall,high-low,0.26244343891402716,0.0,0.26244343891402716,0.26244343891402716,1
memgq_lattice_sticky,minimum_class_recall,high-low,0.2579185520361991,0.0,0.2579185520361991,0.2579185520361991,1
memguard,minimum_class_recall,high-low,0.26244343891402716,0.0,0.26244343891402716,0.26244343891402716,1
none,minimum_class_recall,high-low,0.26244343891402716,0.0,0.26244343891402716,0.26244343891402716,1
dp_qml,predicted_minority_fraction,high-low,0.0,0.0,0.0,0.0,1
dynanoise,predicted_minority_fraction,high-low,0.064,0.0,0.064,0.064,1
hamp_full,predicted_minority_fraction,high-low,0.1285,0.0,0.1285,0.1285,1
hamp_output,predicted_minority_fraction,high-low,0.13099999999999998,0.0,0.13099999999999998,0.13099999999999998,1
hamp_train,predicted_minority_fraction,high-low,0.1285,0.0,0.1285,0.1285,1
l2,predicted_minority_fraction,high-low,0.0,0.0,0.0,0.0,1
lattice_round,predicted_minority_fraction,high-low,0.127,0.0,0.127,0.127,1
logitguard_continuous,predicted_minority_fraction,high-low,0.13099999999999998,0.0,0.13099999999999998,0.13099999999999998,1
logitguard_quantized,predicted_minority_fraction,high-low,0.13099999999999998,0.0,0.13099999999999998,0.13099999999999998,1
measurementguard_continuous,predicted_minority_fraction,high-low,0.13099999999999998,0.0,0.13099999999999998,0.13099999999999998,1
memgq_lattice,predicted_minority_fraction,high-low,0.13099999999999998,0.0,0.13099999999999998,0.13099999999999998,1
memgq_lattice_sticky,predicted_minority_fraction,high-low,0.13049999999999998,0.0,0.13049999999999998,0.13049999999999998,1
memguard,predicted_minority_fraction,high-low,0.13099999999999998,0.0,0.13099999999999998,0.13099999999999998,1
none,predicted_minority_fraction,high-low,0.13099999999999998,0.0,0.13099999999999998,0.13099999999999998,1
dp_qml,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
dynanoise,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
hamp_full,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
hamp_output,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
hamp_train,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
l2,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
lattice_round,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
logitguard_continuous,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
logitguard_quantized,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
measurementguard_continuous,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
memgq_lattice,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
memgq_lattice_sticky,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
memguard,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
none,prediction_collapse,high-low,0.0,0.0,0.0,0.0,1
