attack,mode,queries,shots,effect,fm_kind,scope,n_paired_units,n_model_seed_blocks,mean,sd,ci95_low,ci95_high,ci_method,bootstrap_replicates
correctness,ideal_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,encoder_specific,3,3,-0.01658333333333321,0.022436484424555796,-0.04049999999999987,0.004000000000000226,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,ideal_shot,1,512,repetition_5_minus_1_at_depth2,z,encoder_specific,3,3,-0.0020000000000000386,0.0021650635094610186,-0.0044999999999999485,-0.0007500000000000284,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,ideal_shot,1,512,repetition_5_minus_1_at_depth2,zz,encoder_specific,3,3,-0.00824999999999998,0.015749999999999906,-0.026249999999999885,0.0029999999999998916,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,ideal_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,encoder_specific,3,3,-0.009000000000000044,0.010877154958903568,-0.020000000000000018,0.0017500000000000293,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,ideal_shot,1,512,repetition_5_minus_1_at_depth6,z,encoder_specific,3,3,-0.007500000000000025,0.012489995996796746,-0.021499999999999964,0.0024999999999999467,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,ideal_shot,1,512,repetition_5_minus_1_at_depth6,zz,encoder_specific,3,3,-0.012833333333333438,0.0026020824993326103,-0.015750000000000042,-0.010750000000000148,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,ideal_shot,1,512,repetition_by_depth_interaction,eff_su2,encoder_specific,3,3,0.007583333333333164,0.01782262139342412,-0.012750000000000372,0.02049999999999985,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,ideal_shot,1,512,repetition_by_depth_interaction,z,encoder_specific,3,3,-0.005499999999999987,0.010401322031357369,-0.017000000000000015,0.003249999999999975,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,ideal_shot,1,512,repetition_by_depth_interaction,zz,encoder_specific,3,3,-0.004583333333333457,0.016987740677716058,-0.018749999999999933,0.014249999999999763,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,ideal_shot,1,512,repetition_main_5_minus_1,eff_su2,encoder_specific,3,3,-0.01279166666666661,0.015213241217220438,-0.03025,-0.002374999999999905,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,ideal_shot,1,512,repetition_main_5_minus_1,z,encoder_specific,3,3,-0.004750000000000069,0.0073004708752243816,-0.013000000000000012,0.0008749999999999591,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,ideal_shot,1,512,repetition_main_5_minus_1,zz,encoder_specific,3,3,-0.010541666666666746,0.007434435643230297,-0.01912500000000006,-0.006125000000000047,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,encoder_specific,3,3,-0.0014166666666665106,0.0028975564417855863,-0.0044999999999998375,0.0012500000000000844,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition1,z,encoder_specific,3,3,-0.0023333333333333726,0.015969371726318227,-0.014499999999999957,0.01574999999999993,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition1,zz,encoder_specific,3,3,-0.011416666666666667,0.004725815626252574,-0.01674999999999993,-0.007749999999999924,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,encoder_specific,3,3,-0.017750000000000005,0.006805328794408082,-0.025499999999999967,-0.012749999999999928,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition5,z,encoder_specific,3,3,-0.03275000000000006,0.017408690358553712,-0.05075000000000007,-0.016000000000000014,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition5,zz,encoder_specific,3,3,-0.06525000000000003,0.02051828452868327,-0.08625000000000016,-0.04525000000000001,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,depth_main_6_minus_2,eff_su2,encoder_specific,3,3,-0.00958333333333324,0.0022232202619923633,-0.012124999999999941,-0.008000000000000007,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,depth_main_6_minus_2,z,encoder_specific,3,3,-0.01754166666666679,0.01637515903230668,-0.032625000000000126,-0.00012500000000004174,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,depth_main_6_minus_2,zz,encoder_specific,3,3,-0.03833333333333333,0.008736894948054203,-0.048000000000000154,-0.031000000000000028,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,paired_feature_map,3,3,-0.006520833333333309,0.004030321275448578,-0.01100000000000001,-0.0031875000000000098,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,paired_feature_map,3,3,-0.051916666666666646,0.0031587758045377645,-0.05556249999999996,-0.050000000000000044,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,feature_zz_minus_z,paired_feature_maps,paired_feature_map,3,3,-0.04539583333333334,0.001233220715579091,-0.046812500000000035,-0.04456249999999995,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,encoder_specific,3,3,-0.017833333333333257,0.015776432845651004,-0.035250000000000004,-0.0044999999999998375,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth2,z,encoder_specific,3,3,-0.005083333333333366,0.010405327161282946,-0.015000000000000013,0.005749999999999922,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth2,zz,encoder_specific,3,3,-0.0600833333333333,0.017678258775494022,-0.0784999999999999,-0.04325000000000001,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,encoder_specific,3,3,-0.034166666666666755,0.01365039681962877,-0.043500000000000094,-0.018500000000000183,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth6,z,encoder_specific,3,3,-0.03550000000000005,0.004337337893224246,-0.038250000000000006,-0.030500000000000194,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth6,zz,encoder_specific,3,3,-0.11391666666666667,0.006443666140741121,-0.11975000000000002,-0.10699999999999998,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,repetition_by_depth_interaction,eff_su2,encoder_specific,3,3,-0.016333333333333495,0.009468148358223604,-0.02675000000000005,-0.00825000000000009,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,repetition_by_depth_interaction,z,encoder_specific,3,3,-0.030416666666666686,0.006601767440112836,-0.036250000000000115,-0.023249999999999993,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,repetition_by_depth_interaction,zz,encoder_specific,3,3,-0.053833333333333365,0.024110855093366797,-0.07650000000000001,-0.02850000000000008,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,repetition_main_5_minus_1,eff_su2,encoder_specific,3,3,-0.026000000000000023,0.013971511192423057,-0.03937500000000016,-0.011499999999999955,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,repetition_main_5_minus_1,z,encoder_specific,3,3,-0.020291666666666746,0.007255744850346723,-0.02662500000000012,-0.012375000000000136,percentile cluster bootstrap over trained model-seed blocks,10000
correctness,noisy_shot,1,512,repetition_main_5_minus_1,zz,encoder_specific,3,3,-0.08700000000000001,0.005629165124598844,-0.09275,-0.08150000000000002,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,encoder_specific,3,3,-0.0028116666666666936,0.005770173488148609,-0.008832499999999965,0.0026700000000000057,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition1,z,encoder_specific,3,3,-0.004269166666666713,0.003356399050073314,-0.008070000000000022,-0.0017125000000001722,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition1,zz,encoder_specific,3,3,0.0004066666666667033,0.0018875535312497243,-0.0015349999999998976,0.002235000000000098,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,encoder_specific,3,3,0.0008499999999999064,0.0032866805062250473,-0.002627500000000005,0.0039049999999999363,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition5,z,encoder_specific,3,3,-0.0025158333333333838,0.0030907445839689204,-0.005645000000000011,0.0005349999999999522,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition5,zz,encoder_specific,3,3,-0.006882083333333344,0.005028161370802862,-0.012320000000000109,-0.002401249999999966,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,depth_main_6_minus_2,eff_su2,encoder_specific,3,3,-0.0009808333333334307,0.002456523309645947,-0.0037800000000002276,0.0008162499999999628,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,depth_main_6_minus_2,z,encoder_specific,3,3,-0.0033925000000000574,0.003029338830504033,-0.006857499999999961,-0.0012450000000000516,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,depth_main_6_minus_2,zz,encoder_specific,3,3,-0.0032377083333332926,0.0029395190091593376,-0.005900000000000127,-8.312499999985068e-05,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,paired_feature_map,3,3,0.0008691666666667356,0.004381012668916688,-0.0019593749999999854,0.005915625000000091,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,paired_feature_map,3,3,-0.0006353124999999848,0.003732250036108422,-0.0029362499999999736,0.0036709375000000266,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,feature_zz_minus_z,paired_feature_maps,paired_feature_map,3,3,-0.0015044791666667205,0.0007850181833417103,-0.0022446875000000643,-0.0006812500000000221,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,encoder_specific,3,3,-0.008823333333333294,0.00854158808906936,-0.017982499999999846,-0.0010750000000000481,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth2,z,encoder_specific,3,3,-0.0018999999999999573,0.0027228512170149807,-0.004704999999999959,0.0007325000000000248,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth2,zz,encoder_specific,3,3,0.0017645833333333656,0.00362922390406452,-0.0010524999999999562,0.005860000000000032,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,encoder_specific,3,3,-0.005161666666666694,0.009211574354220545,-0.012709999999999999,0.00510250000000001,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth6,z,encoder_specific,3,3,-0.0001466666666666283,0.00293522181160695,-0.0024524999999998576,0.0031575000000000353,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth6,zz,encoder_specific,3,3,-0.0055241666666666816,0.0014167664180567145,-0.006979999999999986,-0.0041500000000000425,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,repetition_by_depth_interaction,eff_su2,encoder_specific,3,3,0.0036616666666666,0.008003518887547651,-0.0052975000000000105,0.010104999999999753,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,repetition_by_depth_interaction,z,encoder_specific,3,3,0.001753333333333329,0.002220058182420667,-0.0007249999999999202,0.0035599999999998966,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,repetition_by_depth_interaction,zz,encoder_specific,3,3,-0.007288750000000029,0.00480909993527894,-0.012840000000000018,-0.0043900000000000605,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,repetition_main_5_minus_1,eff_su2,encoder_specific,3,3,-0.00699249999999992,0.007930437310608983,-0.012929999999999775,0.0020137500000000363,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,repetition_main_5_minus_1,z,encoder_specific,3,3,-0.001023333333333228,0.0026043345279232665,-0.0029249999999999554,0.0019450000000000855,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,ideal_shot,1,512,repetition_main_5_minus_1,zz,encoder_specific,3,3,-0.0018797916666667043,0.0013443905934318798,-0.0032474999999999588,-0.000560000000000116,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,encoder_specific,3,3,-0.004848333333333325,0.006846084799601379,-0.011869999999999992,0.001807499999999962,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition1,z,encoder_specific,3,3,-0.013641666666666738,0.007479054641686382,-0.020309999999999884,-0.005555000000000254,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition1,zz,encoder_specific,3,3,-0.007944166666666566,0.006907246345927827,-0.0159149999999999,-0.0037149999999999683,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,encoder_specific,3,3,-0.0037641666666667164,0.004471706597690952,-0.007331250000000011,0.0012524999999998787,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition5,z,encoder_specific,3,3,-0.01019125000000006,0.013021876364890697,-0.021070000000000033,0.004237499999999894,percentile cluster bootstrap over trained model-seed blocks,10000
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition5,zz,encoder_specific,3,3,-0.012515833333333318,0.04455798541881509,-0.06265250000000006,0.022560000000000024,percentile cluster bootstrap over trained model-seed blocks,10000
