target_id,status,gpu,seconds,output_csv,log_path,return_code,error
GEOM_CREDIT_z_r5_ds20264,ok,7,17.528,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20264/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20264/geometry.log,0,
GEOM_CREDIT_z_r5_ds20266,ok,3,18.264,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20266/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20266/geometry.log,0,
GEOM_CREDIT_z_r5_ds20268,ok,6,17.744,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20268/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20268/geometry.log,0,
GEOM_CREDIT_z_r5_ds20267,ok,0,18.314,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20267/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20267/geometry.log,0,
GEOM_CREDIT_z_r5_ds20265,ok,1,19.086,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20265/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_z_r5_ds20265/geometry.log,0,
GEOM_CREDIT_zz_r1_ds20261,ok,5,9.738,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20261/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20261/geometry.log,0,
GEOM_CREDIT_zz_r1_ds20262,ok,4,9.625,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20262/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20262/geometry.log,0,
GEOM_CREDIT_zz_r1_ds20263,ok,2,13.48,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20263/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20263/geometry.log,0,
GEOM_CREDIT_zz_r1_ds20264,ok,7,12.115,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20264/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20264/geometry.log,0,
GEOM_CREDIT_zz_r1_ds20266,ok,6,12.233,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20266/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20266/geometry.log,0,
GEOM_CREDIT_zz_r1_ds20265,ok,3,12.619,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20265/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20265/geometry.log,0,
GEOM_CREDIT_zz_r5_ds20261,ok,5,11.937,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20261/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20261/geometry.log,0,
GEOM_CREDIT_zz_r1_ds20267,ok,0,12.981,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20267/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20267/geometry.log,0,
GEOM_CREDIT_zz_r1_ds20268,ok,1,13.035,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20268/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r1_ds20268/geometry.log,0,
GEOM_CREDIT_zz_r5_ds20262,ok,4,12.399,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20262/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20262/geometry.log,0,
GEOM_CREDIT_eff_su2_r1_ds20262,ok,4,9.909,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20262/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20262/geometry.log,0,
GEOM_CREDIT_zz_r5_ds20267,ok,5,11.431,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20267/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20267/geometry.log,0,
GEOM_CREDIT_eff_su2_r1_ds20261,ok,1,11.398,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20261/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20261/geometry.log,0,
GEOM_CREDIT_eff_su2_r1_ds20263,ok,4,9.399,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20263/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20263/geometry.log,0,
GEOM_CREDIT_zz_r5_ds20263,ok,2,24.311,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20263/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20263/geometry.log,0,
GEOM_CREDIT_eff_su2_r1_ds20264,ok,5,10.016,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20264/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20264/geometry.log,0,
GEOM_CREDIT_zz_r5_ds20264,ok,7,23.479,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20264/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20264/geometry.log,0,
GEOM_CREDIT_zz_r5_ds20265,ok,6,23.409,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20265/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20265/geometry.log,0,
GEOM_CREDIT_zz_r5_ds20266,ok,3,23.332,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20266/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20266/geometry.log,0,
GEOM_CREDIT_eff_su2_r1_ds20265,ok,1,11.086,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20265/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20265/geometry.log,0,
GEOM_CREDIT_zz_r5_ds20268,ok,0,24.002,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20268/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_zz_r5_ds20268/geometry.log,0,
GEOM_CREDIT_eff_su2_r1_ds20266,ok,4,9.819,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20266/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20266/geometry.log,0,
GEOM_CREDIT_eff_su2_r1_ds20268,ok,5,11.388,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20268/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20268/geometry.log,0,
GEOM_CREDIT_eff_su2_r1_ds20267,ok,2,12.594,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20267/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r1_ds20267/geometry.log,0,
GEOM_CREDIT_eff_su2_r5_ds20261,ok,7,17.712,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20261/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20261/geometry.log,0,
GEOM_CREDIT_eff_su2_r5_ds20262,ok,6,16.977,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20262/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20262/geometry.log,0,
GEOM_CREDIT_eff_su2_r5_ds20266,ok,4,9.895,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20266/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20266/geometry.log,0,
GEOM_CREDIT_eff_su2_r5_ds20263,ok,3,17.253,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20263/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20263/geometry.log,0,
GEOM_CREDIT_eff_su2_r5_ds20264,ok,1,17.311,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20264/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20264/geometry.log,0,
GEOM_CREDIT_eff_su2_r5_ds20265,ok,0,16.879,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20265/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20265/geometry.log,0,
GEOM_CREDIT_eff_su2_r5_ds20267,ok,5,10.884,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20267/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20267/geometry.log,0,
GEOM_CREDIT_eff_su2_r5_ds20268,ok,2,15.424,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20268/geometry.csv,satml_results/credit_geometry/runs/GEOM_CREDIT_eff_su2_r5_ds20268/geometry.log,0,
