target_id,structural_cell_id,fm_kind,reps,depth,model_seed,mode,shots,attack,n_simulator_seeds,mean_auc,sd_simulator
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,noisy_shot,512,lira_offline,5,0.5080600000000001,0.033278702836799394
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,noisy_shot,512,lira_offline_fixed_variance,5,0.497675,0.025490371956878137
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,noisy_shot,512,lira_online,5,0.5271250000000001,0.019091981301059414
MNIST_QNN_eff_su2_r1_d6_s45,eff_su2_r1_d6,eff_su2,1,6,45,noisy_shot,512,lira_online_fixed_variance,5,0.52085,0.024900765550480614
MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,zz,5,6,43,ideal_shot,512,global_true_class_log_odds,5,0.64959,0.006762733360114112
MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,zz,5,6,43,ideal_shot,512,lira_offline,5,0.5131349999999999,0.016998112027516527
MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,zz,5,6,43,ideal_shot,512,lira_offline_fixed_variance,5,0.51492,0.014868458645737303
MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,zz,5,6,43,ideal_shot,512,lira_online,5,0.6977399999999999,0.015549071515688611
MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,zz,5,6,43,ideal_shot,512,lira_online_fixed_variance,5,0.705495,0.011877373447021096
MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,zz,5,6,43,noisy_shot,512,global_true_class_log_odds,5,0.55289,0.012364573890757328
MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,zz,5,6,43,noisy_shot,512,lira_offline,5,0.4828,0.028651494289129095
MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,zz,5,6,43,noisy_shot,512,lira_offline_fixed_variance,5,0.48108499999999993,0.021713947130818943
MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,zz,5,6,43,noisy_shot,512,lira_online,5,0.54832,0.02866916570987029
MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,zz,5,6,43,noisy_shot,512,lira_online_fixed_variance,5,0.562125,0.01856920333509224
MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,zz,5,6,44,ideal_shot,512,global_true_class_log_odds,5,0.67328,0.005900725590976041
MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,zz,5,6,44,ideal_shot,512,lira_offline,5,0.542985,0.007215491147524227
MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,zz,5,6,44,ideal_shot,512,lira_offline_fixed_variance,5,0.54528,0.013610742540361237
MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,zz,5,6,44,ideal_shot,512,lira_online,5,0.739855,0.010212957456094681
MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,zz,5,6,44,ideal_shot,512,lira_online_fixed_variance,5,0.7460950000000001,0.010211871155669749
MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,zz,5,6,44,noisy_shot,512,global_true_class_log_odds,5,0.564555,0.013336128092516268
MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,zz,5,6,44,noisy_shot,512,lira_offline,5,0.5116350000000001,0.024284856392410497
MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,zz,5,6,44,noisy_shot,512,lira_offline_fixed_variance,5,0.516845,0.026023147148260158
MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,zz,5,6,44,noisy_shot,512,lira_online,5,0.5618299999999999,0.030332997708765973
MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,zz,5,6,44,noisy_shot,512,lira_online_fixed_variance,5,0.57467,0.018093173781843847
MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,zz,5,6,45,ideal_shot,512,global_true_class_log_odds,5,0.6871450000000001,0.011245046131519434
MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,zz,5,6,45,ideal_shot,512,lira_offline,5,0.558265,0.009159261023685222
MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,zz,5,6,45,ideal_shot,512,lira_offline_fixed_variance,5,0.56122,0.004900267849822078
MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,zz,5,6,45,ideal_shot,512,lira_online,5,0.717185,0.009430214074982594
MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,zz,5,6,45,ideal_shot,512,lira_online_fixed_variance,5,0.72734,0.003451566673265962
MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,zz,5,6,45,noisy_shot,512,global_true_class_log_odds,5,0.5622100000000001,0.009201300859117694
MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,zz,5,6,45,noisy_shot,512,lira_offline,5,0.49715,0.015651407684294724
MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,zz,5,6,45,noisy_shot,512,lira_offline_fixed_variance,5,0.491335,0.01861238331058115
MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,zz,5,6,45,noisy_shot,512,lira_online,5,0.5417850000000001,0.03143495566244687
MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,zz,5,6,45,noisy_shot,512,lira_online_fixed_variance,5,0.557115,0.024064487580249885
