target_id,structural_cell_id,fm_kind,reps,depth,model_seed,mode,queries,shots,total_shots,aggregation,attack,n_simulator_seeds,mean_auc,sd_simulator
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,512,2560,mean_api_probabilities,learned_mlp_pv,10,0.5393225,0.028045185390920685
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,512,2560,mean_api_probabilities,learned_mlp_pv_mean_std,10,0.538345,0.045306217073990566
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,512,2560,mean_api_probabilities,loss,10,0.5562375,0.009102977611138457
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,512,2560,mean_api_probabilities,margin,10,0.5366150000000001,0.009863838277037781
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,512,2560,pooled_counts_before_head,confidence,10,0.5295275,0.008741419999697455
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,512,2560,pooled_counts_before_head,correctness,10,0.52725,0.013252358280698562
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,512,2560,pooled_counts_before_head,entropy,10,0.5289475,0.006543608522825917
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,512,2560,pooled_counts_before_head,loss,10,0.55491,0.007437510037341441
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,5,512,2560,pooled_counts_before_head,margin,10,0.5331275,0.009424196473263202
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,20,128,2560,mean_api_probabilities,confidence,10,0.5341075,0.009633485076659534
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,20,128,2560,mean_api_probabilities,correctness,10,0.52175,0.00979299636361509
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,20,128,2560,mean_api_probabilities,entropy,10,0.5300874999999999,0.010243129472426303
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,20,128,2560,mean_api_probabilities,learned_mlp_pv,10,0.54211,0.02392362906788556
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,20,128,2560,mean_api_probabilities,learned_mlp_pv_mean_std,10,0.54929,0.03422882800603413
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,20,128,2560,mean_api_probabilities,loss,10,0.5571075000000001,0.008720585877999027
MNIST_QNN_eff_su2_r1_d6_s43,eff_su2_r1_d6,eff_su2,1,6,43,noisy_shot,20,128,2560,mean_api_probabilities,margin,10,0.542035,0.010415074544993784
